code,itemName
1017,maracujá kg
1018,batata inglesa kg
1019,cebola kg
1020,mamão kg
1021,repolho kg
1022,manga kg
1023,maça kg
1024,laranja kg
1025,goiaba kg
1026,LIMÃO KG
1027,tomate kg
1028,alho pequeno
1029,alho grande
1034,beterraba kg
1035,cenoura kg 
1036,pimentão kg
