code,itemName
1008,LIXA PARA PÉS CÔNCAVA
1011,PACOTE COM PIRANHINHAS
1012,coador para café
1013,SAQUINHO COM ESPECIARIAS
1016,DESENTUPIDOR DE FOGÃO
1049,pinça depilatória merheje
1050,esqueiro bic
1051,esqueiro cricket
1052,unha postiça
1063,cocó para cabelo
1064,piranha tamanho normal
1065,BAND-AID UNIDADE
1070,PILHA RAYOVAC AAA (FINA)
1071,PILHA RAYOVAC AA (GROSSA)
1072,TUBO DE LINHA GABRIELINHA
1074,LIGUINHA DE PACOTE
1077,BOTIJÃO DE GÁS CHEIO
1078,BOTIJÃO DE GÁS SECO
